from,to,weight,tag
10.56.119.51,10.56.119.70,10,W00707PFLE0
10.56.119.40,10.56.119.70,135,W00707PFLE0
10.56.119.40,10.56.119.70,200,W00707PFLE0
10.56.119.41,10.56.119.70,135,W00707PFLE0
10.56.119.41,10.56.119.70,206,W00707PFLE0
10.56.119.182,10.56.119.70,135,W00707PFLE0
10.56.119.182,10.56.119.70,208,W00707PFLE0
10.56.119.50,10.56.119.70,135,W00707PFLE0
10.56.119.50,10.56.119.70,202,W00707PFLE0
10.56.119.166,10.56.119.70,135,W00707PFLE0
10.56.119.166,10.56.119.70,200,W00707PFLE0
10.156.28.41,10.56.119.70,1,W00707PFLE0
10.156.24.161,10.56.119.70,10,W00707PFLE0
10.56.122.82,10.56.119.70,1,W00707PFLE0
10.56.122.82,10.56.119.70,5,W00707PFLE0
10.156.28.23,10.56.119.70,4,W00707PFLE0
10.56.122.92,10.56.119.70,30,W00707PFLE0
10.56.122.92,10.56.119.70,52,W00707PFLE0
10.56.122.93,10.56.119.70,46,W00707PFLE0
10.56.122.93,10.56.119.70,65,W00707PFLE0
10.56.122.89,10.56.119.70,14,W00707PFLE0
10.56.122.89,10.56.119.70,16,W00707PFLE0
10.56.122.127,10.56.119.70,270,W00707PFLE0
10.56.122.127,10.56.119.70,426,W00707PFLE0
10.56.122.181,10.56.119.70,62,W00707PFLE0
10.56.122.181,10.56.119.70,63,W00707PFLE0
10.56.122.182,10.56.119.70,3,W00707PFLE0
10.56.122.208,10.56.119.70,1,W00707PFLE0
10.56.122.194,10.56.119.70,1,W00707PFLE0
10.56.122.194,10.56.119.70,3,W00707PFLE0
10.56.122.195,10.56.119.70,2,W00707PFLE0
10.56.122.175,10.56.119.70,3,W00707PFLE0
10.56.122.175,10.56.119.70,10,W00707PFLE0
10.56.122.175,10.56.119.70,11,W00707PFLE0
10.56.122.175,10.56.119.70,2,W00707PFLE0
10.56.122.175,10.56.119.70,40,W00707PFLE0
10.56.122.175,10.56.119.70,2,W00707PFLE0
10.156.24.192,10.56.119.70,3,W00707PFLE0
10.156.28.150,10.56.119.70,1,W00707PFLE0
10.156.28.149,10.56.119.70,1,W00707PFLE0
10.56.122.51,10.56.119.70,10,W00707PFLE0
10.56.122.51,10.56.119.70,9,W00707PFLE0
10.56.119.135,10.56.119.70,2,W00707PFLE0
10.56.119.135,10.56.119.70,3,W00707PFLE0
10.56.122.70,10.56.119.70,1,W00707PFLE0
10.56.122.70,10.56.119.70,297,W00707PFLE0
10.12.96.12,10.56.119.71,8,W00708PAPP0
10.12.96.13,10.56.119.71,4,W00708PAPP0
10.156.15.109,10.56.119.71,8,W00708PAPP0
10.156.15.115,10.56.119.71,15,W00708PAPP0
10.156.15.129,10.56.119.71,62,W00708PAPP0
10.156.15.13,10.56.119.71,19,W00708PAPP0
10.156.15.146,10.56.119.71,37,W00708PAPP0
10.156.15.162,10.56.119.71,11,W00708PAPP0
10.156.15.185,10.56.119.71,17,W00708PAPP0
10.156.15.195,10.56.119.71,4,W00708PAPP0
10.156.15.29,10.56.119.71,1,W00708PAPP0
10.156.15.78,10.56.119.71,7,W00708PAPP0
10.156.15.79,10.56.119.71,16,W00708PAPP0
10.156.15.86,10.56.119.71,4,W00708PAPP0
10.167.227.199,10.56.119.71,4,W00708PAPP0
10.177.103.166,10.56.119.71,1,W00708PAPP0
10.177.103.166,10.56.119.71,4,W00708PAPP0
10.186.0.7,10.56.119.71,4,W00708PAPP0
10.193.192.140,10.56.119.71,1,W00708PAPP0
10.193.192.140,10.56.119.71,3,W00708PAPP0
10.193.249.11,10.56.119.71,866,W00708PAPP0
10.193.249.11,10.56.119.71,7,W00708PAPP0
10.193.249.11,10.56.119.71,551,W00708PAPP0
10.193.249.11,10.56.119.71,2,W00708PAPP0
10.193.255.5,10.56.119.71,4,W00708PAPP0
10.193.8.175,10.56.119.71,7,W00708PAPP0
10.193.9.57,10.56.119.71,2,W00708PAPP0
10.21.96.129,10.56.119.71,4,W00708PAPP0
10.27.153.108,10.56.119.71,2,W00708PAPP0
10.27.153.108,10.56.119.71,4,W00708PAPP0
10.56.0.15,10.56.119.71,57,W00708PAPP0
10.56.0.27,10.56.119.71,92,W00708PAPP0
10.56.0.33,10.56.119.71,58,W00708PAPP0
10.56.0.49,10.56.119.71,53,W00708PAPP0
10.56.0.89,10.56.119.71,40,W00708PAPP0
10.56.0.98,10.56.119.71,60,W00708PAPP0
10.56.113.215,10.56.119.71,1,W00708PAPP0
10.56.113.215,10.56.119.71,107,W00708PAPP0
10.56.113.215,10.56.119.71,1,W00708PAPP0
10.56.113.93,10.56.119.71,3,W00708PAPP0
10.56.113.93,10.56.119.71,4,W00708PAPP0
10.56.113.94,10.56.119.71,1,W00708PAPP0
10.56.12.11,10.56.119.71,6,W00708PAPP0
10.56.122.122,10.56.119.71,2,W00708PAPP0
10.56.122.122,10.56.119.71,13,W00708PAPP0
10.56.122.122,10.56.119.71,1,W00708PAPP0
10.56.122.122,10.56.119.71,1,W00708PAPP0
10.56.122.122,10.56.119.71,15,W00708PAPP0
10.56.24.113,10.56.119.71,153,W00708PAPP0
10.56.24.116,10.56.119.71,149,W00708PAPP0
10.56.24.120,10.56.119.71,123,W00708PAPP0
10.56.24.124,10.56.119.71,206,W00708PAPP0
10.56.24.140,10.56.119.71,2,W00708PAPP0
10.56.24.144,10.56.119.71,143,W00708PAPP0
10.56.24.153,10.56.119.71,206,W00708PAPP0
10.56.24.158,10.56.119.71,206,W00708PAPP0
10.56.24.161,10.56.119.71,115,W00708PAPP0
10.56.24.25,10.56.119.71,148,W00708PAPP0
10.56.24.52,10.56.119.71,154,W00708PAPP0
10.56.24.57,10.56.119.71,69,W00708PAPP0
10.56.28.43,10.56.119.71,1,W00708PAPP0
10.56.28.64,10.56.119.71,1,W00708PAPP0
10.56.36.21,10.56.119.71,6,W00708PAPP0
10.56.4.114,10.56.119.71,108,W00708PAPP0
10.56.4.44,10.56.119.71,1,W00708PAPP0
10.56.4.52,10.56.119.71,1,W00708PAPP0
10.56.4.60,10.56.119.71,17,W00708PAPP0
10.56.4.77,10.56.119.71,3,W00708PAPP0
10.56.4.88,10.56.119.71,6,W00708PAPP0
10.56.8.126,10.56.119.71,3,W00708PAPP0
10.56.8.135,10.56.119.71,182,W00708PAPP0
10.56.8.147,10.56.119.71,67,W00708PAPP0
10.56.8.170,10.56.119.71,134,W00708PAPP0
10.56.8.177,10.56.119.71,149,W00708PAPP0
10.56.8.179,10.56.119.71,206,W00708PAPP0
10.56.8.31,10.56.119.71,61,W00708PAPP0
10.56.8.52,10.56.119.71,84,W00708PAPP0
10.56.8.69,10.56.119.71,25,W00708PAPP0
10.56.8.80,10.56.119.71,59,W00708PAPP0
10.56.8.83,10.56.119.71,412,W00708PAPP0
10.56.8.93,10.56.119.71,71,W00708PAPP0
10.56.8.93,10.56.119.71,2,W00708PAPP0
10.58.96.154,10.56.119.71,2,W00708PAPP0
10.58.96.154,10.56.119.71,4,W00708PAPP0
10.58.96.155,10.56.119.71,2,W00708PAPP0
10.59.96.6,10.56.119.71,4,W00708PAPP0
10.60.1.15,10.56.119.71,4,W00708PAPP0
10.56.119.59,10.56.119.71,17,W00708PAPP0
10.56.119.59,10.56.119.71,27,W00708PAPP0
10.56.119.59,10.56.119.71,132,W00708PAPP0
10.56.119.59,10.56.119.71,224,W00708PAPP0
10.56.119.59,10.56.119.71,191,W00708PAPP0
10.56.119.59,10.56.119.71,57,W00708PAPP0
10.56.119.60,10.56.119.71,15,W00708PAPP0
10.56.119.60,10.56.119.71,18,W00708PAPP0
10.56.119.60,10.56.119.71,31,W00708PAPP0
10.56.119.60,10.56.119.71,33,W00708PAPP0
10.56.119.60,10.56.119.71,181,W00708PAPP0
10.56.119.60,10.56.119.71,59,W00708PAPP0
10.56.122.175,10.56.119.71,1,W00708PAPP0
10.56.122.175,10.56.119.71,11,W00708PAPP0
10.56.122.175,10.56.119.71,16,W00708PAPP0
10.56.122.175,10.56.119.71,1,W00708PAPP0
10.56.122.175,10.56.119.71,4,W00708PAPP0
10.56.122.175,10.56.119.71,8,W00708PAPP0
10.56.122.175,10.56.119.71,44,W00708PAPP0
10.56.122.175,10.56.119.71,1,W00708PAPP0
10.56.122.70,10.56.119.71,1,W00708PAPP0
10.56.119.195,10.156.26.17,1,W00875DFLE0
10.56.120.54,10.156.26.17,111,W00875DFLE0
10.56.120.54,10.156.26.17,112,W00875DFLE0
10.56.119.59,10.156.26.17,15455,W00875DFLE0
10.56.119.59,10.156.26.17,93,W00875DFLE0
10.56.119.59,10.156.26.17,72,W00875DFLE0
10.56.119.59,10.156.26.17,85,W00875DFLE0
10.56.119.60,10.156.26.17,14521,W00875DFLE0
10.56.119.60,10.156.26.17,59,W00875DFLE0
10.56.119.60,10.156.26.17,51,W00875DFLE0
10.56.119.60,10.156.26.17,79,W00875DFLE0
10.56.119.60,10.156.26.17,2,W00875DFLE0
10.56.122.175,10.156.26.17,1,W00875DFLE0
10.56.122.175,10.156.26.17,11,W00875DFLE0
10.56.122.175,10.156.26.17,9,W00875DFLE0
10.56.122.175,10.156.26.17,2,W00875DFLE0
10.56.122.175,10.156.26.17,1,W00875DFLE0
10.56.122.175,10.156.26.17,43,W00875DFLE0
10.56.119.195,10.56.119.102,1,W00928PFLE0
10.56.119.195,10.56.119.102,1,W00928PFLE0
10.156.28.65,10.56.119.102,1,W00928PFLE0
10.11.107.141,10.56.119.102,2,W00928PFLE0
10.11.208.113,10.56.119.102,8,W00928PFLE0
10.11.208.177,10.56.119.102,2,W00928PFLE0
10.11.208.177,10.56.119.102,1,W00928PFLE0
10.11.208.177,10.56.119.102,5,W00928PFLE0
10.11.96.11,10.56.119.102,1,W00928PFLE0
10.12.96.12,10.56.119.102,1,W00928PFLE0
10.156.15.111,10.56.119.102,1,W00928PFLE0
10.156.15.135,10.56.119.102,11,W00928PFLE0
10.156.15.143,10.56.119.102,1,W00928PFLE0
10.156.15.15,10.56.119.102,23,W00928PFLE0
10.156.15.192,10.56.119.102,23,W00928PFLE0
10.156.15.48,10.56.119.102,2,W00928PFLE0
10.156.15.61,10.56.119.102,41,W00928PFLE0
10.156.15.75,10.56.119.102,4,W00928PFLE0
10.156.72.19,10.56.119.102,9,W00928PFLE0
10.167.243.200,10.56.119.102,1,W00928PFLE0
10.177.97.13,10.56.119.102,1,W00928PFLE0
10.186.0.7,10.56.119.102,1,W00928PFLE0
10.193.192.140,10.56.119.102,2,W00928PFLE0
10.193.192.140,10.56.119.102,1,W00928PFLE0
10.193.249.11,10.56.119.102,44,W00928PFLE0
10.193.249.11,10.56.119.102,1032,W00928PFLE0
10.193.249.11,10.56.119.102,721,W00928PFLE0
10.193.249.11,10.56.119.102,28,W00928PFLE0
10.193.9.60,10.56.119.102,1,W00928PFLE0
10.195.175.202,10.56.119.102,2,W00928PFLE0
10.21.97.128,10.56.119.102,1,W00928PFLE0
10.21.97.128,10.56.119.102,62,W00928PFLE0
10.21.97.128,10.56.119.102,598,W00928PFLE0
10.27.154.32,10.56.119.102,1,W00928PFLE0
10.56.0.101,10.56.119.102,22,W00928PFLE0
10.56.0.115,10.56.119.102,21,W00928PFLE0
10.56.0.17,10.56.119.102,5,W00928PFLE0
10.56.0.190,10.56.119.102,5,W00928PFLE0
10.56.0.40,10.56.119.102,1,W00928PFLE0
10.56.0.46,10.56.119.102,6,W00928PFLE0
10.56.0.50,10.56.119.102,4,W00928PFLE0
10.56.0.55,10.56.119.102,5,W00928PFLE0
10.56.0.99,10.56.119.102,7,W00928PFLE0
10.56.113.215,10.56.119.102,12,W00928PFLE0
10.56.113.215,10.56.119.102,824,W00928PFLE0
10.56.113.215,10.56.119.102,4,W00928PFLE0
10.56.113.215,10.56.119.102,1,W00928PFLE0
10.56.113.93,10.56.119.102,206,W00928PFLE0
10.56.12.35,10.56.119.102,3,W00928PFLE0
10.56.122.122,10.56.119.102,9,W00928PFLE0
10.56.122.122,10.56.119.102,2,W00928PFLE0
10.56.122.122,10.56.119.102,1,W00928PFLE0
10.56.122.122,10.56.119.102,1,W00928PFLE0
10.56.122.122,10.56.119.102,18,W00928PFLE0
10.56.122.122,10.56.119.102,2,W00928PFLE0
10.56.122.122,10.56.119.102,6,W00928PFLE0
10.56.122.122,10.56.119.102,5,W00928PFLE0
10.56.122.122,10.56.119.102,1,W00928PFLE0
10.56.122.122,10.56.119.102,1,W00928PFLE0
10.56.16.13,10.56.119.102,3,W00928PFLE0
10.56.16.139,10.56.119.102,2,W00928PFLE0
10.56.16.149,10.56.119.102,2,W00928PFLE0
10.56.16.164,10.56.119.102,7,W00928PFLE0
10.56.16.29,10.56.119.102,2,W00928PFLE0
10.56.16.62,10.56.119.102,86,W00928PFLE0
10.56.16.71,10.56.119.102,79,W00928PFLE0
10.56.22.17,10.56.119.102,1,W00928PFLE0
10.56.22.70,10.56.119.102,1,W00928PFLE0
10.56.24.117,10.56.119.102,1,W00928PFLE0
10.56.24.131,10.56.119.102,2,W00928PFLE0
10.56.24.149,10.56.119.102,1,W00928PFLE0
10.56.24.162,10.56.119.102,1,W00928PFLE0
10.56.24.163,10.56.119.102,78,W00928PFLE0
10.56.24.166,10.56.119.102,2,W00928PFLE0
10.56.24.27,10.56.119.102,1,W00928PFLE0
10.56.24.46,10.56.119.102,4,W00928PFLE0
10.56.28.15,10.56.119.102,5,W00928PFLE0
10.56.28.48,10.56.119.102,1,W00928PFLE0
10.56.28.73,10.56.119.102,1,W00928PFLE0
10.56.28.80,10.56.119.102,7,W00928PFLE0
10.56.36.12,10.56.119.102,1,W00928PFLE0
10.56.36.18,10.56.119.102,1,W00928PFLE0
10.56.4.108,10.56.119.102,11,W00928PFLE0
10.56.4.124,10.56.119.102,100,W00928PFLE0
10.56.4.15,10.56.119.102,1,W00928PFLE0
10.56.4.49,10.56.119.102,1,W00928PFLE0
10.56.4.90,10.56.119.102,2,W00928PFLE0
10.56.8.135,10.56.119.102,2,W00928PFLE0
10.56.8.139,10.56.119.102,44,W00928PFLE0
10.56.8.169,10.56.119.102,103,W00928PFLE0
10.56.8.200,10.56.119.102,25,W00928PFLE0
10.56.8.36,10.56.119.102,1,W00928PFLE0
10.56.8.39,10.56.119.102,2,W00928PFLE0
10.56.8.44,10.56.119.102,4,W00928PFLE0
10.56.8.45,10.56.119.102,45,W00928PFLE0
10.56.8.57,10.56.119.102,3,W00928PFLE0
10.56.8.68,10.56.119.102,1,W00928PFLE0
10.56.8.80,10.56.119.102,7,W00928PFLE0
10.56.8.89,10.56.119.102,14,W00928PFLE0
10.56.8.91,10.56.119.102,1,W00928PFLE0
10.58.96.154,10.56.119.102,2,W00928PFLE0
10.58.96.154,10.56.119.102,1,W00928PFLE0
10.58.96.155,10.56.119.102,1,W00928PFLE0
10.59.96.6,10.56.119.102,1,W00928PFLE0
10.60.1.11,10.56.119.102,1,W00928PFLE0
10.60.1.15,10.56.119.102,1,W00928PFLE0
10.82.1.1,10.56.119.102,2,W00928PFLE0
10.82.1.1,10.56.119.102,1,W00928PFLE0
10.56.119.59,10.56.119.102,13,W00928PFLE0
10.56.119.59,10.56.119.102,21,W00928PFLE0
10.56.119.59,10.56.119.102,22,W00928PFLE0
10.56.119.59,10.56.119.102,27,W00928PFLE0
10.56.119.59,10.56.119.102,31,W00928PFLE0
10.56.119.59,10.56.119.102,90,W00928PFLE0
10.56.119.60,10.56.119.102,17,W00928PFLE0
10.56.119.60,10.56.119.102,4,W00928PFLE0
10.56.119.60,10.56.119.102,11,W00928PFLE0
10.56.119.60,10.56.119.102,34,W00928PFLE0
10.56.119.60,10.56.119.102,23,W00928PFLE0
10.56.119.60,10.56.119.102,98,W00928PFLE0
10.56.119.70,10.56.119.102,715,W00928PFLE0
10.56.119.70,10.56.119.102,939,W00928PFLE0
10.156.24.90,10.56.119.102,1,W00928PFLE0
10.156.24.161,10.56.119.102,7,W00928PFLE0
10.156.28.23,10.56.119.102,1,W00928PFLE0
10.56.122.175,10.56.119.102,2,W00928PFLE0
10.56.122.175,10.56.119.102,1,W00928PFLE0
10.56.122.175,10.56.119.102,12,W00928PFLE0
10.56.122.175,10.56.119.102,15,W00928PFLE0
10.56.122.175,10.56.119.102,2,W00928PFLE0
10.56.122.175,10.56.119.102,1,W00928PFLE0
10.56.122.175,10.56.119.102,43,W00928PFLE0
10.56.122.175,10.56.119.102,2,W00928PFLE0
10.156.24.192,10.56.119.102,3,W00928PFLE0
10.156.28.142,10.56.119.102,2,W00928PFLE0
10.156.28.150,10.56.119.102,1,W00928PFLE0
10.156.28.149,10.56.119.102,1,W00928PFLE0
10.56.122.70,10.56.119.102,2,W00928PFLE0
10.56.122.70,10.56.119.102,433,W00928PFLE0
10.56.119.195,10.56.119.94,1,W01345PAPP0
10.11.96.11,10.56.119.94,1,W01345PAPP0
10.11.96.99,10.56.119.94,1,W01345PAPP0
10.12.96.12,10.56.119.94,1,W01345PAPP0
10.167.255.245,10.56.119.94,1,W01345PAPP0
10.186.0.7,10.56.119.94,1,W01345PAPP0
10.186.0.8,10.56.119.94,1,W01345PAPP0
10.193.192.140,10.56.119.94,5,W01345PAPP0
10.193.192.140,10.56.119.94,3,W01345PAPP0
10.193.249.11,10.56.119.94,718,W01345PAPP0
10.193.249.11,10.56.119.94,4,W01345PAPP0
10.193.249.11,10.56.119.94,636,W01345PAPP0
10.193.249.11,10.56.119.94,11,W01345PAPP0
10.193.8.175,10.56.119.94,1,W01345PAPP0
10.27.152.85,10.56.119.94,1,W01345PAPP0
10.56.113.215,10.56.119.94,1,W01345PAPP0
10.56.113.215,10.56.119.94,2,W01345PAPP0
10.56.113.93,10.56.119.94,2,W01345PAPP0
10.56.122.122,10.56.119.94,9,W01345PAPP0
10.56.122.122,10.56.119.94,2,W01345PAPP0
10.56.122.122,10.56.119.94,2,W01345PAPP0
10.56.122.122,10.56.119.94,1,W01345PAPP0
10.56.122.122,10.56.119.94,2,W01345PAPP0
10.56.122.122,10.56.119.94,3,W01345PAPP0
10.56.122.122,10.56.119.94,9,W01345PAPP0
10.56.8.68,10.56.119.94,2,W01345PAPP0
10.58.96.154,10.56.119.94,1,W01345PAPP0
10.59.96.6,10.56.119.94,1,W01345PAPP0
10.60.1.11,10.56.119.94,1,W01345PAPP0
10.60.1.11,10.56.119.94,1,W01345PAPP0
10.56.119.59,10.56.119.94,22,W01345PAPP0
10.56.119.59,10.56.119.94,27,W01345PAPP0
10.56.119.59,10.56.119.94,47,W01345PAPP0
10.56.119.59,10.56.119.94,56,W01345PAPP0
10.56.119.59,10.56.119.94,161,W01345PAPP0
10.56.119.59,10.56.119.94,55,W01345PAPP0
10.56.119.60,10.56.119.94,20,W01345PAPP0
10.56.119.60,10.56.119.94,30,W01345PAPP0
10.56.119.60,10.56.119.94,35,W01345PAPP0
10.56.119.60,10.56.119.94,49,W01345PAPP0
10.56.119.60,10.56.119.94,165,W01345PAPP0
10.56.119.60,10.56.119.94,44,W01345PAPP0
10.56.122.175,10.56.119.94,4,W01345PAPP0
10.56.122.175,10.56.119.94,11,W01345PAPP0
10.56.122.175,10.56.119.94,16,W01345PAPP0
10.56.122.175,10.56.119.94,2,W01345PAPP0
10.56.122.175,10.56.119.94,43,W01345PAPP0
10.56.122.175,10.56.119.94,2,W01345PAPP0
10.56.122.70,10.56.119.94,1,W01345PAPP0
10.56.119.195,10.56.119.191,22,W01605PAPP0
10.56.119.195,10.56.119.191,1,W01605PAPP0
10.56.119.195,10.56.119.191,28,W01605PAPP0
10.11.54.16,10.56.119.191,1,W01605PAPP0
10.11.96.11,10.56.119.191,2,W01605PAPP0
10.11.96.11,10.56.119.191,1,W01605PAPP0
10.12.96.12,10.56.119.191,1,W01605PAPP0
10.12.96.13,10.56.119.191,1,W01605PAPP0
10.167.227.199,10.56.119.191,1,W01605PAPP0
10.167.243.200,10.56.119.191,2,W01605PAPP0
10.167.243.200,10.56.119.191,1,W01605PAPP0
10.167.255.245,10.56.119.191,1,W01605PAPP0
10.177.103.166,10.56.119.191,2,W01605PAPP0
10.177.103.166,10.56.119.191,1,W01605PAPP0
10.177.97.13,10.56.119.191,1,W01605PAPP0
10.186.0.7,10.56.119.191,1,W01605PAPP0
10.193.192.140,10.56.119.191,2,W01605PAPP0
10.193.192.140,10.56.119.191,2,W01605PAPP0
10.193.249.11,10.56.119.191,24,W01605PAPP0
10.193.249.11,10.56.119.191,1,W01605PAPP0
10.193.249.11,10.56.119.191,1299,W01605PAPP0
10.193.249.11,10.56.119.191,1,W01605PAPP0
10.193.249.11,10.56.119.191,927,W01605PAPP0
10.193.249.11,10.56.119.191,18,W01605PAPP0
10.193.255.5,10.56.119.191,1,W01605PAPP0
10.197.0.44,10.56.119.191,2,W01605PAPP0
10.21.96.129,10.56.119.191,1,W01605PAPP0
10.226.23.181,10.56.119.191,1,W01605PAPP0
10.226.8.51,10.56.119.191,1,W01605PAPP0
10.27.152.85,10.56.119.191,2,W01605PAPP0
10.27.152.85,10.56.119.191,1,W01605PAPP0
10.27.153.108,10.56.119.191,2,W01605PAPP0
10.27.154.32,10.56.119.191,1,W01605PAPP0
10.27.154.32,10.56.119.191,1,W01605PAPP0
10.56.0.62,10.56.119.191,11,W01605PAPP0
10.56.113.215,10.56.119.191,14,W01605PAPP0
10.56.113.215,10.56.119.191,1,W01605PAPP0
10.56.113.215,10.56.119.191,2,W01605PAPP0
10.56.113.215,10.56.119.191,7,W01605PAPP0
10.56.113.215,10.56.119.191,3,W01605PAPP0
10.56.113.215,10.56.119.191,21,W01605PAPP0
10.56.113.215,10.56.119.191,1,W01605PAPP0
10.56.113.93,10.56.119.191,19,W01605PAPP0
10.56.113.93,10.56.119.191,2,W01605PAPP0
10.56.113.93,10.56.119.191,12,W01605PAPP0
10.56.113.94,10.56.119.191,1,W01605PAPP0
10.56.113.94,10.56.119.191,412,W01605PAPP0
10.56.119.7,10.56.119.191,6,W01605PAPP0
10.56.119.7,10.56.119.191,7877,W01605PAPP0
10.56.119.7,10.56.119.191,1,W01605PAPP0
10.56.119.7,10.56.119.191,4073,W01605PAPP0
10.56.119.8,10.56.119.191,4,W01605PAPP0
10.56.119.8,10.56.119.191,7906,W01605PAPP0
10.56.119.8,10.56.119.191,3,W01605PAPP0
10.56.119.8,10.56.119.191,4053,W01605PAPP0
10.56.119.9,10.56.119.191,1,W01605PAPP0
10.56.119.9,10.56.119.191,1,W01605PAPP0
10.56.122.122,10.56.119.191,5,W01605PAPP0
10.56.122.122,10.56.119.191,19,W01605PAPP0
10.56.122.122,10.56.119.191,1,W01605PAPP0
10.56.122.122,10.56.119.191,1,W01605PAPP0
10.56.122.122,10.56.119.191,5,W01605PAPP0
10.56.122.122,10.56.119.191,15,W01605PAPP0
10.56.24.147,10.56.119.191,19,W01605PAPP0
10.56.24.171,10.56.119.191,10,W01605PAPP0
10.56.24.175,10.56.119.191,23,W01605PAPP0
10.56.24.182,10.56.119.191,9,W01605PAPP0
10.56.24.20,10.56.119.191,7,W01605PAPP0
10.56.24.23,10.56.119.191,37,W01605PAPP0
10.56.24.43,10.56.119.191,29,W01605PAPP0
10.56.24.56,10.56.119.191,12,W01605PAPP0
10.56.24.58,10.56.119.191,3,W01605PAPP0
10.56.24.62,10.56.119.191,22,W01605PAPP0
10.56.24.79,10.56.119.191,2,W01605PAPP0
10.56.24.97,10.56.119.191,20,W01605PAPP0
10.58.96.155,10.56.119.191,1,W01605PAPP0
10.59.96.6,10.56.119.191,1,W01605PAPP0
10.60.1.11,10.56.119.191,1,W01605PAPP0
10.60.1.15,10.56.119.191,2,W01605PAPP0
10.56.119.59,10.56.119.191,3,W01605PAPP0
10.56.119.59,10.56.119.191,5,W01605PAPP0
10.56.119.59,10.56.119.191,6,W01605PAPP0
10.56.119.59,10.56.119.191,21,W01605PAPP0
10.56.119.59,10.56.119.191,5,W01605PAPP0
10.56.119.60,10.56.119.191,1,W01605PAPP0
10.56.119.60,10.56.119.191,3,W01605PAPP0
10.56.119.60,10.56.119.191,2,W01605PAPP0
10.56.119.60,10.56.119.191,5,W01605PAPP0
10.56.119.60,10.56.119.191,17,W01605PAPP0
10.56.119.60,10.56.119.191,2,W01605PAPP0
10.56.119.192,10.56.119.191,380,W01605PAPP0
10.56.119.192,10.56.119.191,412,W01605PAPP0
10.56.122.175,10.56.119.191,1,W01605PAPP0
10.56.122.175,10.56.119.191,13,W01605PAPP0
10.56.122.175,10.56.119.191,1,W01605PAPP0
10.56.122.175,10.56.119.191,52,W01605PAPP0
10.56.122.175,10.56.119.191,2,W01605PAPP0
10.56.122.70,10.56.119.191,2,W01605PAPP0
10.56.122.70,10.56.119.191,483,W01605PAPP0
10.11.96.99,10.56.119.192,1,W01606PAPP0
10.12.96.47,10.56.119.192,1,W01606PAPP0
10.167.227.199,10.56.119.192,1,W01606PAPP0
10.177.97.13,10.56.119.192,1,W01606PAPP0
10.193.192.140,10.56.119.192,2,W01606PAPP0
10.193.192.140,10.56.119.192,6,W01606PAPP0
10.193.249.11,10.56.119.192,890,W01606PAPP0
10.193.249.11,10.56.119.192,70,W01606PAPP0
10.193.249.11,10.56.119.192,685,W01606PAPP0
10.193.249.11,10.56.119.192,38,W01606PAPP0
10.226.8.51,10.56.119.192,1,W01606PAPP0
10.56.113.215,10.56.119.192,1,W01606PAPP0
10.56.113.215,10.56.119.192,1,W01606PAPP0
10.56.113.215,10.56.119.192,1,W01606PAPP0
10.56.113.215,10.56.119.192,1,W01606PAPP0
10.56.113.215,10.56.119.192,3,W01606PAPP0
10.56.113.94,10.56.119.192,4,W01606PAPP0
10.56.113.94,10.56.119.192,399,W01606PAPP0
10.56.122.122,10.56.119.192,1,W01606PAPP0
10.56.122.122,10.56.119.192,4,W01606PAPP0
10.56.122.122,10.56.119.192,1,W01606PAPP0
10.56.122.122,10.56.119.192,4,W01606PAPP0
10.56.122.122,10.56.119.192,4,W01606PAPP0
10.56.122.122,10.56.119.192,3,W01606PAPP0
10.56.122.122,10.56.119.192,8,W01606PAPP0
10.60.1.15,10.56.119.192,2,W01606PAPP0
10.56.122.175,10.56.119.192,2,W01606PAPP0
10.56.122.175,10.56.119.192,10,W01606PAPP0
10.56.122.175,10.56.119.192,15,W01606PAPP0
10.56.122.175,10.56.119.192,2,W01606PAPP0
10.56.122.175,10.56.119.192,41,W01606PAPP0
10.56.122.175,10.56.119.192,1,W01606PAPP0
10.56.122.70,10.56.119.192,1,W01606PAPP0
10.56.122.70,10.56.119.192,425,W01606PAPP0
10.56.119.195,10.56.119.186,1,W01608PNOD1
10.56.119.195,10.56.119.186,1,W01608PNOD1
10.11.109.87,10.56.119.186,4,W01608PNOD1
10.11.109.87,10.56.119.186,1,W01608PNOD1
10.11.54.16,10.56.119.186,5,W01608PNOD1
10.11.54.16,10.56.119.186,1,W01608PNOD1
10.111.13.245,10.56.119.186,2,W01608PNOD1
10.12.96.13,10.56.119.186,1,W01608PNOD1
10.156.15.146,10.56.119.186,15,W01608PNOD1
10.156.15.63,10.56.119.186,21,W01608PNOD1
10.167.243.200,10.56.119.186,1,W01608PNOD1
10.177.97.13,10.56.119.186,1,W01608PNOD1
10.186.0.7,10.56.119.186,1,W01608PNOD1
10.186.0.7,10.56.119.186,1,W01608PNOD1
10.186.0.8,10.56.119.186,1,W01608PNOD1
10.193.249.11,10.56.119.186,1389,W01608PNOD1
10.193.249.11,10.56.119.186,11,W01608PNOD1
10.193.249.11,10.56.119.186,961,W01608PNOD1
10.193.249.11,10.56.119.186,15,W01608PNOD1
10.193.254.60,10.56.119.186,35,W01608PNOD1
10.193.255.121,10.56.119.186,41,W01608PNOD1
10.193.8.172,10.56.119.186,1,W01608PNOD1
10.193.8.175,10.56.119.186,1,W01608PNOD1
10.193.9.57,10.56.119.186,1,W01608PNOD1
